Slot,Player,Team,Pos,Owner,TeamID
QB,Tyrod Taylor,BUF,QB,Scott,1
RB,Ezekiel Elliott,DAL,RB,Scott,1
RB,Latavius Murray,MIN,RB,Scott,1
WR,Martavis Bryant,PIT,WR,Scott,1
WR,A.J. Green,CIN,WR,Scott,1
TE,Jimmy Graham,SEA,TE,Scott,1
FLEX,Christian McCaffrey,CAR,RB,Scott,1
D/ST,Lions,DET,DST,Scott,1
K,Robbie Gould,SFO,K,Scott,1
BENCH,Terrelle Pryor Sr.,WAS,WR,Scott,1
BENCH,Kirk Cousins,WAS,QB,Scott,1
BENCH,Rob Kelley,WAS,RB,Scott,1
BENCH,Marcus Mariota,TEN,QB,Scott,1
BENCH,Tarik Cohen,CHI,RB,Scott,1
BENCH,Will Fuller V,HOU,WR,Scott,1
QB,Deshaun Watson,HOU,QB,David,6
RB,DeMarco Murray,TEN,RB,David,6
RB,Todd Gurley II,LAR,RB,David,6
WR,Antonio Brown,PIT,WR,David,6
WR,Larry Fitzgerald,ARI,WR,David,6
TE,Cameron Brate,TAM,TE,David,6
FLEX,Keenan Allen,LAC,WR,David,6
D/ST,Cardinals,ARI,DST,David,6
K,Dan Bailey,DAL,K,David,6
BENCH,Golden Tate,DET,WR,David,6
BENCH,Kyle Rudolph,MIN,TE,David,6
BENCH,DeVante Parker,MIA,WR,David,6
BENCH,Coby Fleener,NOR,TE,David,6
BENCH,Chris Thompson,WAS,RB,David,6
BENCH,Chris Johnson,ARI,RB,David,6
QB,Carson Wentz,PHI,QB,Chase,2
RB,Jordan Howard,CHI,RB,Chase,2
RB,Jonathan Stewart,CAR,RB,Chase,2
WR,Odell Beckham Jr.,NYG,WR,Chase,2
WR,Kelvin Benjamin,CAR,WR,Chase,2
TE,Jared Cook,OAK,TE,Chase,2
FLEX,Duke Johnson Jr.,CLE,RB,Chase,2
D/ST,Chiefs,KAN,DST,Chase,2
K,Justin Tucker,BAL,K,Chase,2
BENCH,Demaryius Thomas,DEN,WR,Chase,2
BENCH,Jordan Reed,WAS,TE,Chase,2
BENCH,Sammy Watkins,LAR,WR,Chase,2
BENCH,Derek Carr,OAK,QB,Chase,2
BENCH,Jeremy Maclin,BAL,WR,Chase,2
BENCH,Bengals,CIN,DST,Chase,2
QB,Aaron Rodgers,GNB,QB,Samir,8
RB,Le'Veon Bell,PIT,RB,Samir,8
RB,Marshawn Lynch,OAK,RB,Samir,8
WR,DeAndre Hopkins,HOU,WR,Samir,8
WR,Pierre Garcon,SFO,WR,Samir,8
TE,Jason Witten,DAL,TE,Samir,8
FLEX,Marvin Jones Jr.,DET,WR,Samir,8
D/ST,Giants,NYG,DST,Samir,8
K,Matt Prater,DET,K,Samir,8
BENCH,Broncos,DEN,DST,Samir,8
BENCH,Tevin Coleman,ATL,RB,Samir,8
BENCH,Paul Perkins,NYG,RB,Samir,8
BENCH,Theo Riddick,DET,RB,Samir,8
BENCH,Dak Prescott,DAL,QB,Samir,8
BENCH,Jack Doyle,IND,TE,Samir,8
QB,Jameis Winston,TAM,QB,Adam,3
RB,Melvin Gordon,LAC,RB,Adam,3
RB,Carlos Hyde,SFO,RB,Adam,3
WR,Mike Evans,TAM,WR,Adam,3
WR,Rishard Matthews,TEN,WR,Adam,3
TE,Delanie Walker,TEN,TE,Adam,3
FLEX,Bilal Powell,NYJ,RB,Adam,3
D/ST,Steelers,PIT,DST,Adam,3
K,Mason Crosby,GNB,K,Adam,3
BENCH,Michael Crabtree,OAK,WR,Adam,3
BENCH,Emmanuel Sanders,DEN,WR,Adam,3
BENCH,Ameer Abdullah,DET,RB,Adam,3
BENCH,C.J. Anderson,DEN,RB,Adam,3
BENCH,Jaguars,JAC,DST,Adam,3
BENCH,Jamaal Charles,DEN,RB,Adam,3
QB,Matthew Stafford,DET,QB,Petr,7
RB,Jay Ajayi,MIA,RB,Petr,7
RB,Doug Martin,TAM,RB,Petr,7
WR,T.Y. Hilton,IND,WR,Petr,7
