Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Cam Newton,BKN,CAR,QB,SF,W 46-27,24/40,353.0,4.0,1.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.7
Matt Ryan,WA (Wed),ATL,QB,@Oak,W 35-28,26/34,396.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.8
Derek Carr,WA (Wed),OAK,QB,Atl,L 28-35,34/45,299.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
Tyrod Taylor,BKN,BUF,QB,NYJ,L 31-37,18/30,297.0,3.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3
Carson Palmer,GARI,ARI,QB,TB,W 40-7,18/31,308.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2
Philip Rivers,FUNK,SDG,QB,Jax,W 38-14,17/24,220.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.8
Ryan Tannehill,WA (Wed),MIA,QB,@NE,L 24-31,32/45,389.0,2.0,2.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9
Jimmy Garoppolo,WA (Wed),NWE,QB,Mia,W 31-24,18/27,234.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2
Ryan Fitzpatrick,WA (Wed),NYJ,QB,@Buf,W 37-31,24/34,374.0,1.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9
Blaine Gabbert,WA (Wed),SFO,QB,@Car,L 27-46,17/36,243.0,2.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6
Ben Roethlisberger,LOS,PIT,QB,Cin,W 24-16,19/37,259.0,3.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6
Andy Dalton,GARI,CIN,QB,@Pit,L 16-24,31/54,366.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3
Sam Bradford,WA (Wed),MIN,QB,GB,W 17-14,22/31,286.0,2.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1
